lap_n,stint_n,compounds,pit_laps,team,rain,driver_name,grid_pos,pit_count,final,location
57.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 14.0]",Ferrari,0,LEC,1,2,3.0,Sakhir
57.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 12.0]",Red Bull Racing,0,VER,5,2,4.0,Sakhir
57.0,4.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 15.0, 39.0]",Ferrari,0,VET,2,3,5.0,Sakhir
57.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 11.0, 35.0]",McLaren,0,NOR,9,3,6.0,Sakhir
57.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 10.0, 34.0]",Alfa Romeo Racing,0,RAI,8,3,7.0,Sakhir
57.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 40.0]",Red Bull Racing,0,GAS,13,2,8.0,Sakhir
57.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 26.0]",Toro Rosso,0,ALB,12,2,9.0,Sakhir
57.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 9.0]",Racing Point,0,PER,14,2,10.0,Sakhir
57.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 17.0, 42.0]",Alfa Romeo Racing,0,GIO,16,3,11.0,Sakhir
56.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 13.0, 39.0]",Toro Rosso,0,KVY,15,3,12.0,Sakhir
56.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 11.0, 39.0]",Haas F1 Team,0,MAG,6,3,13.0,Sakhir
56.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 2.0]",Racing Point,0,STR,18,2,14.0,Sakhir
56.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 13.0]",Williams,0,RUS,19,2,15.0,Sakhir
55.0,3.0,"['MEDIUM', 'SOFT', 'MEDIUM']","[1.0, 12.0, 28.0]",Williams,0,KUB,20,3,16.0,Sakhir
54.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 33.0]",Renault,0,HUL,17,2,nan,Sakhir
54.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 25.0]",Renault,0,RIC,10,2,nan,Sakhir
53.0,4.0,"['SOFT', 'MEDIUM', 'HARD', 'SOFT']","[1.0, 5.0, 25.0, 41.0]",McLaren,0,SAI,7,4,17.0,Sakhir
16.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 2.0]",Haas F1 Team,0,GRO,11,2,20.0,Sakhir
56.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 23.0, 37.0]",Mercedes,0,HAM,2,3,1.0,Shanghai
56.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 22.0, 37.0]",Mercedes,0,BOT,1,3,2.0,Shanghai
56.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 19.0, 36.0]",Ferrari,0,VET,3,3,3.0,Shanghai
56.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 18.0, 35.0]",Red Bull Racing,0,VER,5,3,4.0,Shanghai
56.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 23.0, 43.0]",Ferrari,0,LEC,4,3,5.0,Shanghai
56.0,4.0,"['SOFT', 'HARD', 'MEDIUM', 'SOFT']","[1.0, 20.0, 40.0, 54.0]",Red Bull Racing,0,GAS,6,4,6.0,Shanghai
55.0,2.0,"['SOFT', 'HARD']","[1.0, 19.0]",Renault,0,RIC,7,2,7.0,Shanghai
55.0,2.0,"['MEDIUM', 'HARD']","[1.0, 21.0]",Racing Point,0,PER,12,2,8.0,Shanghai
55.0,2.0,"['MEDIUM', 'HARD']","[1.0, 26.0]",Alfa Romeo Racing,0,RAI,13,2,9.0,Shanghai
55.0,2.0,"['SOFT', 'HARD']","[1.0, 20.0]",Toro Rosso,0,ALB,0,2,10.0,Shanghai
55.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 9.0, 36.0]",Haas F1 Team,0,GRO,10,3,11.0,Shanghai
55.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 21.0, 45.0]",Racing Point,0,STR,16,3,12.0,Shanghai
55.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 10.0, 34.0]",Haas F1 Team,0,MAG,9,3,13.0,Shanghai
55.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 2.0, 37.0]",McLaren,0,SAI,14,3,14.0,Shanghai
55.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 8.0]",Alfa Romeo Racing,0,GIO,19,2,15.0,Shanghai
54.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 23.0, 50.0]",Williams,0,RUS,17,3,16.0,Shanghai
54.0,2.0,"['MEDIUM', 'HARD']","[1.0, 27.0]",Williams,0,KUB,18,2,17.0,Shanghai
50.0,4.0,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT']","[1.0, 2.0, 18.0, 35.0]",McLaren,0,NOR,15,4,16.0,Shanghai
41.0,4.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 26.0, 31.0]",Toro Rosso,0,KVY,11,3,17.0,Shanghai
16.0,2.0,"['SOFT', 'HARD']","[1.0, 12.0]",Renault,0,HUL,8,2,18.0,Shanghai
51.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 13.0]",Mercedes,0,BOT,1,2,1.0,Baku
51.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 14.0]",Mercedes,0,HAM,2,2,2.0,Baku
51.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 12.0]",Ferrari,0,VET,3,2,3.0,Baku
51.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 15.0]",Red Bull Racing,0,VER,4,2,4.0,Baku
51.0,3.0,"['MEDIUM', 'SOFT']","[1.0, 35.0]",Ferrari,0,LEC,8,2,5.0,Baku
51.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 11.0]",Racing Point,0,PER,5,2,6.0,Baku
51.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 13.0]",McLaren,0,SAI,9,2,7.0,Baku
51.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 10.0, 40.0]",McLaren,0,NOR,7,3,8.0,Baku
51.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 11.0]",Racing Point,0,STR,13,2,9.0,Baku
50.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 7.0]",Alfa Romeo Racing,0,RAI,0,2,10.0,Baku
50.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 13.0]",Toro Rosso,0,ALB,11,2,11.0,Baku
50.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 8.0]",Alfa Romeo Racing,0,GIO,17,2,12.0,Baku
50.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 8.0, 40.0]",Haas F1 Team,0,MAG,12,3,13.0,Baku
50.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 9.0, 35.0]",Renault,0,HUL,15,3,14.0,Baku
49.0,3.0,"['MEDIUM', 'SOFT']","[1.0, 39.0]",Williams,0,RUS,16,2,15.0,Baku
49.0,4.0,"['MEDIUM', 'SOFT']","[1.0, 43.0]",Williams,0,KUB,0,2,16.0,Baku
39.0,1.0,['MEDIUM'],[1.0],Red Bull Racing,0,GAS,0,1,nan,Baku
38.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 35.0]",Haas F1 Team,0,GRO,14,2,16.0,Baku
33.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 6.0]",Toro Rosso,0,KVY,6,2,17.0,Baku
31.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 11.0]",Renault,0,RIC,10,2,18.0,Baku
66.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 28.0, 47.0]",Mercedes,0,HAM,2,3,1.0,Barcelona
66.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 27.0, 46.0]",Mercedes,0,BOT,1,3,2.0,Barcelona
66.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 44.0]",Red Bull Racing,0,VER,4,2,3.0,Barcelona
66.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 20.0]",Ferrari,0,VET,3,2,4.0,Barcelona
66.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 26.0, 47.0]",Ferrari,0,LEC,5,3,5.0,Barcelona
66.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 23.0, 47.0]",Red Bull Racing,0,GAS,6,3,6.0,Barcelona
66.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 24.0, 46.0]",Haas F1 Team,0,MAG,8,3,7.0,Barcelona
66.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 25.0, 47.0]",McLaren,0,SAI,12,3,8.0,Barcelona
66.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 22.0]",Toro Rosso,0,KVY,9,2,9.0,Barcelona
66.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 27.0, 47.0]",Haas F1 Team,0,GRO,7,3,10.0,Barcelona
66.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 26.0]",Toro Rosso,0,ALB,11,2,11.0,Barcelona
66.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 25.0, 46.0]",Renault,0,RIC,13,3,12.0,Barcelona
66.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 36.0]",Renault,0,HUL,0,2,13.0,Barcelona
66.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 29.0, 46.0]",Alfa Romeo Racing,0,RAI,14,3,14.0,Barcelona
66.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 25.0, 46.0]",Racing Point,0,PER,15,3,15.0,Barcelona
66.0,3.0,"['SOFT', 'HARD', 'SOFT']","[1.0, 7.0, 42.0]",Alfa Romeo Racing,0,GIO,18,3,16.0,Barcelona
65.0,3.0,"['MEDIUM', 'SOFT', 'MEDIUM']","[1.0, 33.0, 45.0]",Williams,0,RUS,19,3,17.0,Barcelona
65.0,3.0,"['MEDIUM', 'SOFT', 'MEDIUM']","[1.0, 32.0, 45.0]",Williams,0,KUB,17,3,18.0,Barcelona
45.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 23.0]",Racing Point,0,STR,16,2,nan,Barcelona
45.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 27.0]",McLaren,0,NOR,10,2,nan,Barcelona
78.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 12.0]",Mercedes,0,HAM,1,2,1.0,Monte Carlo
78.0,2.0,"['SOFT', 'HARD']","[1.0, 12.0]",Ferrari,0,VET,4,2,3.0,Monte Carlo
78.0,3.0,"['SOFT', 'MEDIUM', 'HARD']","[1.0, 12.0, 13.0]",Mercedes,0,BOT,2,3,4.0,Monte Carlo
78.0,2.0,"['SOFT', 'HARD']","[1.0, 12.0]",Red Bull Racing,0,VER,3,2,2.0,Monte Carlo
78.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 28.0, 63.0]",Red Bull Racing,0,GAS,8,3,5.0,Monte Carlo
78.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 31.0]",McLaren,0,SAI,9,2,6.0,Monte Carlo
78.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 33.0]",Toro Rosso,0,KVY,7,2,7.0,Monte Carlo
78.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 41.0]",Toro Rosso,0,ALB,10,2,8.0,Monte Carlo
78.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 12.0]",Renault,0,RIC,6,2,10.0,Monte Carlo
78.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 51.0]",Haas F1 Team,0,GRO,13,2,9.0,Monte Carlo
78.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 48.0]",McLaren,0,NOR,12,2,11.0,Monte Carlo
77.0,2.0,"['MEDIUM', 'HARD']","[1.0, 12.0]",Racing Point,0,PER,16,2,13.0,Monte Carlo
77.0,2.0,"['MEDIUM', 'HARD']","[1.0, 10.0]",Renault,0,HUL,11,2,14.0,Monte Carlo
77.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 12.0]",Haas F1 Team,0,MAG,5,2,12.0,Monte Carlo
77.0,2.0,"['MEDIUM', 'HARD']","[1.0, 11.0]",Williams,0,RUS,19,2,15.0,Monte Carlo
77.0,2.0,"['MEDIUM', 'HARD']","[1.0, 41.0]",Racing Point,0,STR,17,2,16.0,Monte Carlo
77.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 47.0]",Alfa Romeo Racing,0,RAI,14,2,17.0,Monte Carlo
77.0,2.0,"['MEDIUM', 'HARD']","[1.0, 22.0]",Williams,0,KUB,20,2,18.0,Monte Carlo
76.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 45.0]",Alfa Romeo Racing,0,GIO,18,2,19.0,Monte Carlo
17.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 10.0, 17.0]",Ferrari,0,LEC,15,3,20.0,Monte Carlo
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 29.0]",Mercedes,0,HAM,2,2,2.0,Montréal
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 27.0]",Ferrari,0,VET,1,2,1.0,Montréal
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 34.0]",Ferrari,0,LEC,3,2,3.0,Montréal
70.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 31.0, 68.0]",Mercedes,0,BOT,6,3,4.0,Montréal
70.0,2.0,"['HARD', 'MEDIUM']","[1.0, 49.0]",Red Bull Racing,0,VER,9,2,5.0,Montréal
69.0,2.0,"['SOFT', 'HARD']","[1.0, 9.0]",Renault,0,RIC,4,2,6.0,Montréal
69.0,2.0,"['SOFT', 'HARD']","[1.0, 17.0]",Renault,0,HUL,7,2,7.0,Montréal
69.0,2.0,"['SOFT', 'HARD']","[1.0, 8.0]",Red Bull Racing,0,GAS,5,2,8.0,Montréal
69.0,2.0,"['HARD', 'MEDIUM']","[1.0, 46.0]",Racing Point,0,STR,17,2,9.0,Montréal
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 13.0]",Toro Rosso,0,KVY,10,2,10.0,Montréal
69.0,2.0,"['SOFT', 'HARD']","[1.0, 5.0]",McLaren,0,SAI,11,2,11.0,Montréal
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 12.0]",Racing Point,0,PER,15,2,12.0,Montréal
69.0,2.0,"['HARD', 'MEDIUM']","[1.0, 34.0]",Alfa Romeo Racing,0,GIO,12,2,13.0,Montréal
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 35.0]",Haas F1 Team,0,GRO,14,2,14.0,Montréal
69.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 7.0, 59.0]",Alfa Romeo Racing,0,RAI,16,3,15.0,Montréal
68.0,2.0,"['MEDIUM', 'HARD']","[1.0, 10.0]",Williams,0,RUS,18,2,16.0,Montréal
68.0,2.0,"['HARD', 'MEDIUM']","[1.0, 40.0]",Haas F1 Team,0,MAG,0,2,17.0,Montréal
67.0,3.0,"['MEDIUM', 'HARD']","[1.0, 10.0]",Williams,0,KUB,19,2,18.0,Montréal
60.0,2.0,"['MEDIUM', 'HARD']","[1.0, 2.0]",Toro Rosso,0,ALB,13,2,16.0,Montréal
9.0,1.0,['SOFT'],[1.0],McLaren,0,NOR,8,1,nan,Montréal
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 25.0]",Mercedes,0,HAM,1,2,1.0,Le Castellet
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 24.0]",Mercedes,0,BOT,2,2,2.0,Le Castellet
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 22.0]",Ferrari,0,LEC,3,2,3.0,Le Castellet
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 21.0]",Red Bull Racing,0,VER,4,2,4.0,Le Castellet
53.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 26.0, 52.0]",Ferrari,0,VET,7,3,5.0,Le Castellet
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 20.0]",McLaren,0,SAI,6,2,6.0,Le Castellet
52.0,2.0,"['HARD', 'MEDIUM']","[1.0, 32.0]",Alfa Romeo Racing,0,RAI,12,2,8.0,Le Castellet
52.0,2.0,"['HARD', 'MEDIUM']","[1.0, 35.0]",Renault,0,HUL,13,2,9.0,Le Castellet
52.0,2.0,"['MEDIUM', 'HARD']","[1.0, 19.0]",McLaren,0,NOR,5,2,10.0,Le Castellet
52.0,2.0,"['SOFT', 'HARD']","[1.0, 18.0]",Red Bull Racing,0,GAS,9,2,11.0,Le Castellet
52.0,2.0,"['MEDIUM', 'HARD']","[1.0, 17.0]",Renault,0,RIC,8,2,7.0,Le Castellet
52.0,2.0,"['MEDIUM', 'HARD']","[1.0, 19.0]",Racing Point,0,PER,14,2,12.0,Le Castellet
52.0,2.0,"['HARD', 'MEDIUM']","[1.0, 40.0]",Racing Point,0,STR,17,2,13.0,Le Castellet
52.0,2.0,"['HARD', 'MEDIUM']","[1.0, 33.0]",Toro Rosso,0,KVY,19,2,14.0,Le Castellet
52.0,2.0,"['MEDIUM', 'HARD']","[1.0, 26.0]",Toro Rosso,0,ALB,11,2,15.0,Le Castellet
52.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 8.0, 35.0]",Alfa Romeo Racing,0,GIO,10,3,16.0,Le Castellet
52.0,2.0,"['MEDIUM', 'HARD']","[1.0, 17.0]",Haas F1 Team,0,MAG,15,2,17.0,Le Castellet
51.0,2.0,"['MEDIUM', 'HARD']","[1.0, 25.0]",Williams,0,KUB,18,2,18.0,Le Castellet
51.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 26.0, 34.0]",Williams,0,RUS,20,3,19.0,Le Castellet
45.0,2.0,"['HARD', 'MEDIUM']","[1.0, 32.0]",Haas F1 Team,0,GRO,16,2,16.0,Le Castellet
71.0,2.0,"['MEDIUM', 'HARD']","[1.0, 32.0]",Red Bull Racing,0,VER,2,2,1.0,Spielberg
71.0,2.0,"['SOFT', 'HARD']","[1.0, 23.0]",Ferrari,0,LEC,1,2,2.0,Spielberg
71.0,2.0,"['MEDIUM', 'HARD']","[1.0, 22.0]",Mercedes,0,BOT,3,2,3.0,Spielberg
71.0,3.0,"['SOFT', 'HARD', 'SOFT']","[1.0, 22.0, 51.0]",Ferrari,0,VET,9,3,4.0,Spielberg
71.0,2.0,"['MEDIUM', 'HARD']","[1.0, 31.0]",Mercedes,0,HAM,4,2,5.0,Spielberg
70.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 26.0]",McLaren,0,NOR,5,2,6.0,Spielberg
70.0,2.0,"['SOFT', 'HARD']","[1.0, 26.0]",Red Bull Racing,0,GAS,8,2,7.0,Spielberg
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 42.0]",McLaren,0,SAI,19,2,8.0,Spielberg
70.0,2.0,"['SOFT', 'HARD']","[1.0, 24.0]",Alfa Romeo Racing,0,RAI,6,2,9.0,Spielberg
70.0,2.0,"['SOFT', 'HARD']","[1.0, 25.0]",Alfa Romeo Racing,0,GIO,7,2,10.0,Spielberg
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 29.0]",Racing Point,0,PER,13,2,11.0,Spielberg
70.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 47.0]",Renault,0,RIC,12,2,12.0,Spielberg
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 27.0]",Renault,0,HUL,15,2,13.0,Spielberg
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 26.0]",Racing Point,0,STR,14,2,14.0,Spielberg
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 36.0]",Toro Rosso,0,ALB,18,2,15.0,Spielberg
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 35.0]",Haas F1 Team,0,GRO,11,2,16.0,Spielberg
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 33.0]",Toro Rosso,0,KVY,16,2,17.0,Spielberg
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 28.0]",Williams,0,RUS,0,2,18.0,Spielberg
69.0,4.0,"['SOFT', 'HARD', 'SOFT']","[1.0, 12.0, 63.0]",Haas F1 Team,0,MAG,10,3,19.0,Spielberg
68.0,2.0,"['MEDIUM', 'HARD']","[1.0, 20.0]",Williams,0,KUB,17,2,20.0,Spielberg
52.0,2.0,"['MEDIUM', 'HARD']","[1.0, 21.0]",Mercedes,0,HAM,2,2,1.0,Silverstone
52.0,3.0,"['MEDIUM', 'SOFT']","[1.0, 46.0]",Mercedes,0,BOT,1,2,2.0,Silverstone
52.0,3.0,"['SOFT', 'MEDIUM', 'HARD']","[1.0, 14.0, 22.0]",Ferrari,0,LEC,3,3,3.0,Silverstone
52.0,2.0,"['MEDIUM', 'HARD']","[1.0, 13.0]",Red Bull Racing,0,GAS,5,2,4.0,Silverstone
52.0,3.0,"['MEDIUM', 'HARD']","[1.0, 21.0]",Red Bull Racing,0,VER,4,2,5.0,Silverstone
52.0,2.0,"['MEDIUM', 'HARD']","[1.0, 21.0]",McLaren,0,SAI,13,2,6.0,Silverstone
52.0,3.0,"['SOFT', 'MEDIUM', 'HARD']","[1.0, 13.0, 21.0]",Renault,0,RIC,7,3,7.0,Silverstone
52.0,2.0,"['MEDIUM', 'HARD']","[1.0, 18.0]",Alfa Romeo Racing,0,RAI,12,2,8.0,Silverstone
52.0,3.0,"['SOFT', 'MEDIUM', 'HARD']","[1.0, 13.0, 22.0]",Toro Rosso,0,KVY,17,3,9.0,Silverstone
52.0,2.0,"['SOFT', 'HARD']","[1.0, 14.0]",Renault,0,HUL,10,2,10.0,Silverstone
52.0,3.0,"['SOFT', 'MEDIUM', 'HARD']","[1.0, 14.0, 36.0]",McLaren,0,NOR,8,3,11.0,Silverstone
52.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 14.0]",Toro Rosso,0,ALB,9,2,12.0,Silverstone
52.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 14.0, 40.0]",Racing Point,0,STR,18,3,13.0,Silverstone
51.0,2.0,"['MEDIUM', 'HARD']","[1.0, 22.0]",Williams,0,RUS,19,2,14.0,Silverstone
51.0,2.0,"['MEDIUM', 'HARD']","[1.0, 21.0]",Williams,0,KUB,20,2,16.0,Silverstone
51.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 21.0, 39.0]",Ferrari,0,VET,6,3,15.0,Silverstone
51.0,4.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 19.0, 25.0]",Racing Point,0,PER,15,3,17.0,Silverstone
19.0,1.0,['MEDIUM'],[1.0],Alfa Romeo Racing,0,GIO,11,1,nan,Silverstone
9.0,2.0,"['SOFT', 'HARD']","[1.0, 2.0]",Haas F1 Team,0,GRO,14,2,19.0,Silverstone
6.0,2.0,"['SOFT', 'HARD']","[1.0, 2.0]",Haas F1 Team,0,MAG,16,2,20.0,Silverstone
64.0,6.0,"['WET', 'INTERMEDIATE', 'MEDIUM', 'INTERMEDIATE', 'SOFT']","[1.0, 4.0, 26.0, 30.0, 47.0]",Red Bull Racing,1,VER,2,5,1.0,Hockenheim
64.0,6.0,"['WET', 'INTERMEDIATE', 'SOFT', 'INTERMEDIATE', 'SOFT']","[1.0, 3.0, 24.0, 29.0, 48.0]",Ferrari,1,VET,20,5,2.0,Hockenheim
64.0,5.0,"['WET', 'INTERMEDIATE', 'SOFT', 'INTERMEDIATE', 'SOFT']","[1.0, 4.0, 26.0, 29.0, 46.0]",Toro Rosso,1,KVY,14,5,3.0,Hockenheim
64.0,6.0,"['WET', 'INTERMEDIATE', 'MEDIUM', 'INTERMEDIATE', 'SOFT']","[1.0, 8.0, 26.0, 29.0, 45.0]",Racing Point,1,STR,15,5,4.0,Hockenheim
64.0,4.0,"['WET', 'INTERMEDIATE', 'SOFT']","[1.0, 4.0, 47.0]",McLaren,1,SAI,7,3,5.0,Hockenheim
64.0,5.0,"['WET', 'INTERMEDIATE', 'SOFT', 'INTERMEDIATE', 'SOFT']","[1.0, 3.0, 28.0, 29.0, 47.0]",Toro Rosso,1,ALB,16,5,6.0,Hockenheim
64.0,6.0,"['WET', 'INTERMEDIATE', 'SOFT', 'INTERMEDIATE', 'SOFT']","[1.0, 4.0, 27.0, 29.0, 47.0]",Haas F1 Team,1,GRO,6,5,9.0,Hockenheim
64.0,7.0,"['WET', 'INTERMEDIATE', 'SOFT', 'INTERMEDIATE', 'SOFT']","[1.0, 9.0, 22.0, 30.0, 46.0]",Haas F1 Team,1,MAG,12,5,10.0,Hockenheim
