lap_n,stint_n,compounds,pit_laps,team,rain,driver_name,grid_pos,pit_count,final,location
64.0,7.0,"['WET', 'INTERMEDIATE', 'SOFT', 'INTERMEDIATE', 'SOFT']","[1.0, 4.0, 29.0, 30.0, 48.0]",Mercedes,1,HAM,1,5,11.0,Hockenheim
64.0,6.0,"['WET', 'INTERMEDIATE', 'SOFT']","[1.0, 8.0, 47.0]",Williams,1,KUB,18,3,12.0,Hockenheim
64.0,6.0,"['WET', 'INTERMEDIATE', 'SOFT']","[1.0, 8.0, 48.0]",Williams,1,RUS,17,3,13.0,Hockenheim
64.0,5.0,"['WET', 'INTERMEDIATE', 'MEDIUM', 'INTERMEDIATE', 'SOFT']","[1.0, 4.0, 27.0, 29.0, 48.0]",Alfa Romeo Racing,1,RAI,5,5,7.0,Hockenheim
64.0,5.0,"['WET', 'INTERMEDIATE', 'MEDIUM', 'INTERMEDIATE', 'SOFT']","[1.0, 4.0, 27.0, 29.0, 48.0]",Alfa Romeo Racing,1,GIO,11,5,8.0,Hockenheim
62.0,5.0,"['WET', 'INTERMEDIATE', 'SOFT', 'INTERMEDIATE', 'SOFT']","[1.0, 4.0, 27.0, 29.0, 47.0]",Red Bull Racing,1,GAS,4,5,nan,Hockenheim
57.0,5.0,"['WET', 'INTERMEDIATE', 'MEDIUM', 'INTERMEDIATE', 'SOFT']","[1.0, 4.0, 27.0, 31.0, 47.0]",Mercedes,1,BOT,3,5,nan,Hockenheim
40.0,4.0,"['WET', 'INTERMEDIATE']","[1.0, 4.0]",Renault,1,HUL,9,2,nan,Hockenheim
27.0,3.0,"['WET', 'INTERMEDIATE']","[1.0, 4.0]",Ferrari,1,LEC,10,2,2.0,Hockenheim
25.0,2.0,"['WET', 'INTERMEDIATE']","[1.0, 7.0]",McLaren,1,NOR,19,2,14.0,Hockenheim
14.0,2.0,"['WET', 'INTERMEDIATE']","[1.0, 4.0]",Renault,1,RIC,13,2,nan,Hockenheim
2.0,1.0,['WET'],[1.0],Racing Point,1,PER,8,1,nan,Hockenheim
70.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 32.0, 50.0]",Mercedes,0,HAM,3,3,1.0,Budapest
70.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 26.0, 68.0]",Red Bull Racing,0,VER,1,3,2.0,Budapest
70.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 40.0]",Ferrari,0,VET,5,2,3.0,Budapest
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 28.0]",Ferrari,0,LEC,4,2,4.0,Budapest
69.0,2.0,"['SOFT', 'HARD']","[1.0, 30.0]",McLaren,0,SAI,8,2,5.0,Budapest
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 29.0]",Red Bull Racing,0,GAS,6,2,6.0,Budapest
69.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 30.0]",Alfa Romeo Racing,0,RAI,10,2,7.0,Budapest
69.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 6.0, 47.0]",Mercedes,0,BOT,2,3,8.0,Budapest
69.0,2.0,"['SOFT', 'HARD']","[1.0, 29.0]",McLaren,0,NOR,7,2,9.0,Budapest
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 29.0]",Toro Rosso,0,ALB,12,2,10.0,Budapest
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 19.0]",Racing Point,0,PER,16,2,11.0,Budapest
69.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 37.0]",Renault,0,HUL,11,2,12.0,Budapest
69.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 39.0]",Haas F1 Team,0,MAG,14,2,13.0,Budapest
69.0,2.0,"['HARD', 'SOFT']","[1.0, 47.0]",Renault,0,RIC,20,2,14.0,Budapest
68.0,2.0,"['MEDIUM', 'HARD']","[1.0, 22.0]",Toro Rosso,0,KVY,13,2,15.0,Budapest
68.0,2.0,"['MEDIUM', 'HARD']","[1.0, 17.0]",Williams,0,RUS,15,2,16.0,Budapest
68.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 17.0, 51.0]",Racing Point,0,STR,18,3,17.0,Budapest
68.0,2.0,"['MEDIUM', 'HARD']","[1.0, 16.0]",Alfa Romeo Racing,0,GIO,17,2,18.0,Budapest
67.0,2.0,"['MEDIUM', 'HARD']","[1.0, 19.0]",Williams,0,KUB,19,2,19.0,Budapest
49.0,2.0,"['SOFT', 'HARD']","[1.0, 20.0]",Haas F1 Team,0,GRO,9,2,16.0,Budapest
44.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 22.0]",Ferrari,0,LEC,1,2,1.0,Spa-Francorchamps
44.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 23.0]",Mercedes,0,HAM,3,2,2.0,Spa-Francorchamps
44.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 24.0]",Mercedes,0,BOT,4,2,3.0,Spa-Francorchamps
44.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 16.0, 34.0]",Ferrari,0,VET,2,3,4.0,Spa-Francorchamps
44.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 24.0]",Red Bull Racing,0,ALB,17,2,5.0,Spa-Francorchamps
44.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 16.0]",Racing Point,0,PER,7,2,6.0,Spa-Francorchamps
44.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 25.0]",Toro Rosso,0,KVY,19,2,7.0,Spa-Francorchamps
44.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 12.0, 32.0]",Renault,0,HUL,12,3,8.0,Spa-Francorchamps
44.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 14.0]",Toro Rosso,0,GAS,13,2,9.0,Spa-Francorchamps
44.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 15.0, 31.0]",Racing Point,0,STR,16,3,10.0,Spa-Francorchamps
44.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 20.0]",McLaren,0,NOR,11,2,nan,Spa-Francorchamps
43.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 26.0]",Haas F1 Team,0,MAG,8,2,12.0,Spa-Francorchamps
43.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 17.0]",Haas F1 Team,0,GRO,9,2,13.0,Spa-Francorchamps
43.0,2.0,['SOFT'],[1.0],Renault,0,RIC,10,1,14.0,Spa-Francorchamps
43.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 31.0]",Williams,0,RUS,14,2,15.0,Spa-Francorchamps
43.0,4.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 2.0, 32.0]",Alfa Romeo Racing,0,RAI,6,3,16.0,Spa-Francorchamps
43.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 32.0]",Williams,0,KUB,0,2,17.0,Spa-Francorchamps
43.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 30.0]",Alfa Romeo Racing,0,GIO,18,2,nan,Spa-Francorchamps
1.0,1.0,['SOFT'],[1.0],McLaren,0,SAI,15,1,19.0,Spa-Francorchamps
1.0,1.0,['SOFT'],[1.0],Red Bull Racing,0,VER,5,1,nan,Spa-Francorchamps
53.0,2.0,"['SOFT', 'HARD']","[1.0, 21.0]",Ferrari,0,LEC,1,2,1.0,Monza
53.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 28.0]",Mercedes,0,BOT,3,2,2.0,Monza
53.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 20.0, 50.0]",Mercedes,0,HAM,2,3,3.0,Monza
53.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 31.0]",Renault,0,RIC,5,2,4.0,Monza
53.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 30.0]",Renault,0,HUL,6,2,5.0,Monza
53.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 27.0]",Red Bull Racing,0,ALB,8,2,6.0,Monza
53.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 29.0]",Racing Point,0,PER,18,2,7.0,Monza
53.0,3.0,"['MEDIUM', 'SOFT', 'MEDIUM']","[1.0, 2.0, 28.0]",Red Bull Racing,0,VER,19,3,8.0,Monza
52.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 22.0]",Alfa Romeo Racing,0,GIO,10,2,9.0,Monza
52.0,2.0,"['MEDIUM', 'HARD']","[1.0, 24.0]",McLaren,0,NOR,16,2,10.0,Monza
52.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 29.0]",Toro Rosso,0,GAS,17,2,11.0,Monza
52.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 23.0]",Racing Point,0,STR,9,2,12.0,Monza
52.0,4.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 7.0, 42.0]",Ferrari,0,VET,4,3,13.0,Monza
52.0,2.0,"['MEDIUM', 'HARD']","[1.0, 24.0]",Williams,0,RUS,14,2,14.0,Monza
52.0,3.0,"['MEDIUM', 'SOFT']","[1.0, 27.0]",Alfa Romeo Racing,0,RAI,0,2,15.0,Monza
52.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 8.0, 30.0]",Haas F1 Team,0,GRO,13,3,16.0,Monza
51.0,3.0,"['MEDIUM', 'SOFT', 'MEDIUM']","[1.0, 30.0, 45.0]",Williams,0,KUB,15,3,17.0,Monza
43.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 21.0, 35.0]",Haas F1 Team,0,MAG,11,3,14.0,Monza
30.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 29.0]",Toro Rosso,0,KVY,12,2,nan,Monza
27.0,1.0,['SOFT'],[1.0],McLaren,0,SAI,7,1,6.0,Monza
61.0,2.0,"['SOFT', 'HARD']","[1.0, 20.0]",Ferrari,0,VET,3,2,1.0,Singapore
61.0,2.0,"['SOFT', 'HARD']","[1.0, 21.0]",Ferrari,0,LEC,1,2,2.0,Singapore
61.0,2.0,"['SOFT', 'HARD']","[1.0, 20.0]",Red Bull Racing,0,VER,4,2,3.0,Singapore
61.0,2.0,"['SOFT', 'HARD']","[1.0, 27.0]",Mercedes,0,HAM,2,2,4.0,Singapore
61.0,2.0,"['SOFT', 'HARD']","[1.0, 23.0]",Mercedes,0,BOT,5,2,5.0,Singapore
61.0,2.0,"['SOFT', 'HARD']","[1.0, 21.0]",Red Bull Racing,0,ALB,6,2,6.0,Singapore
61.0,2.0,"['SOFT', 'HARD']","[1.0, 21.0]",McLaren,0,NOR,9,2,7.0,Singapore
61.0,2.0,"['HARD', 'MEDIUM']","[1.0, 33.0]",Toro Rosso,0,GAS,11,2,8.0,Singapore
61.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 2.0, 37.0]",Renault,0,HUL,8,3,9.0,Singapore
61.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 35.0, 37.0]",Alfa Romeo Racing,0,GIO,10,3,10.0,Singapore
61.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 24.0, 36.0]",Haas F1 Team,0,GRO,17,3,11.0,Singapore
61.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 2.0, 36.0]",McLaren,0,SAI,7,3,12.0,Singapore
61.0,4.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 32.0, 42.0]",Racing Point,0,STR,16,3,13.0,Singapore
61.0,2.0,"['MEDIUM', 'HARD']","[1.0, 35.0]",Renault,0,RIC,20,2,14.0,Singapore
61.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 13.0, 37.0]",Toro Rosso,0,KVY,14,3,15.0,Singapore
61.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 22.0, 45.0]",Williams,0,KUB,19,3,16.0,Singapore
61.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 19.0, 57.0]",Haas F1 Team,0,MAG,13,3,17.0,Singapore
50.0,2.0,"['MEDIUM', 'HARD']","[1.0, 16.0]",Alfa Romeo Racing,0,RAI,12,2,nan,Singapore
43.0,2.0,"['MEDIUM', 'HARD']","[1.0, 14.0]",Racing Point,0,PER,15,2,nan,Singapore
35.0,2.0,"['MEDIUM', 'HARD']","[1.0, 2.0]",Williams,0,RUS,18,2,nan,Singapore
53.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 29.0]",Mercedes,0,HAM,2,2,1.0,Sochi
53.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 29.0]",Mercedes,0,BOT,4,2,2.0,Sochi
53.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 23.0, 32.0]",Ferrari,0,LEC,1,3,3.0,Sochi
53.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 29.0]",Red Bull Racing,0,VER,9,2,4.0,Sochi
53.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 30.0]",Red Bull Racing,0,ALB,0,2,5.0,Sochi
53.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 22.0]",McLaren,0,SAI,5,2,6.0,Sochi
53.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 24.0]",Racing Point,0,PER,11,2,7.0,Sochi
53.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 21.0]",McLaren,0,NOR,7,2,9.0,Sochi
53.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 28.0]",Haas F1 Team,0,MAG,13,2,8.0,Sochi
53.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 17.0, 30.0]",Renault,0,HUL,6,3,10.0,Sochi
53.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 28.0]",Racing Point,0,STR,14,2,11.0,Sochi
53.0,3.0,"['HARD', 'SOFT']","[1.0, 28.0]",Toro Rosso,0,KVY,19,2,12.0,Sochi
53.0,3.0,"['MEDIUM', 'SOFT']","[1.0, 28.0]",Alfa Romeo Racing,0,RAI,15,2,13.0,Sochi
53.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 27.0]",Toro Rosso,0,GAS,16,2,14.0,Sochi
53.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 3.0, 28.0]",Alfa Romeo Racing,0,GIO,12,3,15.0,Sochi
28.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 2.0, 3.0]",Williams,0,KUB,18,3,16.0,Sochi
27.0,1.0,['MEDIUM'],[1.0],Williams,0,RUS,17,1,13.0,Sochi
26.0,1.0,['SOFT'],[1.0],Ferrari,0,VET,3,1,2.0,Sochi
24.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 2.0]",Renault,0,RIC,10,2,18.0,Sochi
1.0,1.0,['SOFT'],[1.0],Haas F1 Team,0,GRO,8,1,nan,Sochi
53.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 18.0, 37.0]",Mercedes,0,BOT,3,3,1.0,Suzuka
53.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 32.0]",Ferrari,0,VET,1,2,2.0,Suzuka
53.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 22.0, 43.0]",Mercedes,0,HAM,4,3,3.0,Suzuka
53.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 16.0, 35.0]",Red Bull Racing,0,ALB,6,3,4.0,Suzuka
53.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 27.0]",McLaren,0,SAI,7,2,5.0,Suzuka
52.0,4.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 4.0, 26.0]",Ferrari,0,LEC,2,3,6.0,Suzuka
52.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 19.0]",Toro Rosso,0,GAS,9,2,8.0,Suzuka
52.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 20.0, 42.0]",Racing Point,0,PER,17,3,nan,Suzuka
52.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 19.0]",Racing Point,0,STR,12,2,10.0,Suzuka
52.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 28.0]",Toro Rosso,0,KVY,14,2,11.0,Suzuka
52.0,3.0,"['SOFT', 'MEDIUM', 'HARD']","[1.0, 5.0, 26.0]",McLaren,0,NOR,8,3,12.0,Suzuka
52.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 16.0, 37.0]",Alfa Romeo Racing,0,RAI,13,3,13.0,Suzuka
52.0,2.0,"['SOFT', 'HARD']","[1.0, 17.0]",Haas F1 Team,0,GRO,10,2,14.0,Suzuka
52.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 19.0, 50.0]",Alfa Romeo Racing,0,GIO,11,3,15.0,Suzuka
52.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 18.0, 48.0]",Haas F1 Team,0,MAG,19,3,16.0,Suzuka
51.0,2.0,"['MEDIUM', 'HARD']","[1.0, 26.0]",Williams,0,RUS,18,2,18.0,Suzuka
51.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 23.0, 34.0]",Williams,0,KUB,0,3,19.0,Suzuka
14.0,1.0,['SOFT'],[1.0],Red Bull Racing,0,VER,5,1,18.0,Suzuka
52.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 30.0]",Renault,0,RIC,16,2,7.0,Suzuka
52.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 20.0]",Renault,0,HUL,15,2,9.0,Suzuka
71.0,2.0,"['MEDIUM', 'HARD']","[1.0, 24.0]",Mercedes,0,HAM,3,2,1.0,Mexico City
71.0,2.0,"['MEDIUM', 'HARD']","[1.0, 38.0]",Ferrari,0,VET,2,2,2.0,Mexico City
71.0,2.0,"['MEDIUM', 'HARD']","[1.0, 37.0]",Mercedes,0,BOT,6,2,3.0,Mexico City
71.0,3.0,"['MEDIUM', 'HARD']","[1.0, 44.0]",Ferrari,0,LEC,1,2,4.0,Mexico City
71.0,3.0,"['MEDIUM', 'HARD']","[1.0, 45.0]",Red Bull Racing,0,ALB,5,2,5.0,Mexico City
71.0,2.0,"['MEDIUM', 'HARD']","[1.0, 6.0]",Red Bull Racing,0,VER,4,2,6.0,Mexico City
71.0,2.0,"['MEDIUM', 'HARD']","[1.0, 21.0]",Racing Point,0,PER,11,2,7.0,Mexico City
71.0,2.0,"['HARD', 'MEDIUM']","[1.0, 51.0]",Renault,0,RIC,13,2,8.0,Mexico City
70.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 10.0, 50.0]",Toro Rosso,0,GAS,10,3,10.0,Mexico City
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 19.0]",Renault,0,HUL,12,2,11.0,Mexico City
70.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 11.0, 45.0]",Toro Rosso,0,KVY,9,3,9.0,Mexico City
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 38.0]",Racing Point,0,STR,16,2,12.0,Mexico City
70.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 16.0, 36.0]",McLaren,0,SAI,7,3,13.0,Mexico City
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 22.0]",Alfa Romeo Racing,0,GIO,15,2,14.0,Mexico City
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 29.0]",Haas F1 Team,0,MAG,17,2,15.0,Mexico City
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 23.0]",Williams,0,RUS,19,2,16.0,Mexico City
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 38.0]",Haas F1 Team,0,GRO,18,2,17.0,Mexico City
69.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 22.0, 61.0]",Williams,0,KUB,20,3,18.0,Mexico City
58.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 16.0, 53.0]",Alfa Romeo Racing,0,RAI,14,3,15.0,Mexico City
48.0,2.0,"['SOFT', 'HARD']","[1.0, 13.0]",McLaren,0,NOR,8,2,20.0,Mexico City
56.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 15.0, 36.0]",Mercedes,0,BOT,1,3,1.0,Austin
56.0,2.0,"['MEDIUM', 'HARD']","[1.0, 25.0]",Mercedes,0,HAM,5,2,2.0,Austin
56.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 14.0, 35.0]",Red Bull Racing,0,VER,3,3,3.0,Austin
56.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 21.0, 43.0]",Ferrari,0,LEC,4,3,4.0,Austin
56.0,4.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 2.0, 41.0]",Red Bull Racing,0,ALB,6,3,5.0,Austin
56.0,2.0,"['SOFT', 'HARD']","[1.0, 22.0]",Renault,0,RIC,9,2,6.0,Austin
56.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 20.0, 43.0]",McLaren,0,NOR,8,3,7.0,Austin
55.0,2.0,"['SOFT', 'HARD']","[1.0, 19.0]",McLaren,0,SAI,7,2,8.0,Austin
55.0,3.0,"['HARD', 'MEDIUM', 'SOFT']","[1.0, 28.0, 40.0]",Renault,0,HUL,11,3,9.0,Austin
55.0,2.0,"['MEDIUM', 'HARD']","[1.0, 25.0]",Racing Point,0,PER,0,2,11.0,Austin
55.0,3.0,"['SOFT', 'HARD', 'SOFT']","[1.0, 19.0, 41.0]",Alfa Romeo Racing,0,RAI,17,3,12.0,Austin
55.0,3.0,"['HARD', 'MEDIUM', 'SOFT']","[1.0, 22.0, 40.0]",Toro Rosso,0,KVY,13,3,10.0,Austin
55.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 10.0, 30.0]",Racing Point,0,STR,14,3,13.0,Austin
55.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 18.0, 40.0]",Alfa Romeo Racing,0,GIO,16,3,14.0,Austin
55.0,2.0,"['MEDIUM', 'HARD']","[1.0, 25.0]",Haas F1 Team,0,GRO,15,2,15.0,Austin
54.0,3.0,"['SOFT', 'HARD', 'SOFT']","[1.0, 20.0, 54.0]",Toro Rosso,0,GAS,10,3,15.0,Austin
54.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 24.0, 47.0]",Williams,0,RUS,18,3,17.0,Austin
53.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 19.0, 41.0]",Haas F1 Team,0,MAG,12,3,nan,Austin
31.0,2.0,"['MEDIUM', 'HARD']","[1.0, 12.0]",Williams,0,KUB,19,2,19.0,Austin
8.0,1.0,['MEDIUM'],[1.0],Ferrari,0,VET,2,1,20.0,Austin
71.0,4.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 45.0, 55.0]",Red Bull Racing,0,VER,1,3,1.0,São Paulo
71.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 23.0, 48.0]",Toro Rosso,0,GAS,6,3,2.0,São Paulo
71.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 30.0]",McLaren,0,SAI,20,2,4.0,São Paulo
71.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 22.0, 48.0]",Alfa Romeo Racing,0,RAI,8,3,5.0,São Paulo
71.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 21.0, 47.0]",Alfa Romeo Racing,0,GIO,12,3,6.0,São Paulo
71.0,3.0,"['MEDIUM', 'SOFT']","[1.0, 9.0]",Renault,0,RIC,11,2,7.0,São Paulo
71.0,4.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 44.0, 67.0]",Mercedes,0,HAM,3,3,3.0,São Paulo
71.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 28.0, 54.0]",McLaren,0,NOR,10,3,8.0,São Paulo
71.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 18.0, 46.0]",Racing Point,0,PER,15,3,9.0,São Paulo
71.0,3.0,"['MEDIUM', 'SOFT']","[1.0, 24.0]",Toro Rosso,0,KVY,16,2,10.0,São Paulo
71.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 28.0, 54.0]",Haas F1 Team,0,MAG,9,3,11.0,São Paulo
71.0,4.0,"['MEDIUM', 'SOFT']","[1.0, 55.0]",Williams,0,RUS,18,2,13.0,São Paulo
71.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 27.0, 66.0]",Haas F1 Team,0,GRO,7,3,14.0,São Paulo
71.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 25.0, 51.0]",Red Bull Racing,0,ALB,5,3,15.0,São Paulo
71.0,4.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 28.0, 45.0]",Renault,0,HUL,13,3,12.0,São Paulo
70.0,5.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 37.0, 54.0]",Williams,0,KUB,19,3,16.0,São Paulo
66.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 26.0, 50.0]",Ferrari,0,VET,2,3,nan,São Paulo
66.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 30.0, 55.0]",Ferrari,0,LEC,14,3,nan,São Paulo
66.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 29.0, 54.0]",Racing Point,0,STR,17,3,nan,São Paulo
52.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 27.0, 42.0]",Mercedes,0,BOT,4,3,nan,São Paulo
55.0,2.0,"['MEDIUM', 'HARD']","[1.0, 27.0]",Mercedes,0,HAM,1,2,1.0,Yas Island
55.0,2.0,"['MEDIUM', 'HARD']","[1.0, 26.0]",Red Bull Racing,0,VER,2,2,2.0,Yas Island
55.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 13.0, 39.0]",Ferrari,0,LEC,3,3,3.0,Yas Island
55.0,2.0,"['MEDIUM', 'HARD']","[1.0, 30.0]",Mercedes,0,BOT,20,2,4.0,Yas Island
55.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 13.0, 39.0]",Ferrari,0,VET,4,3,5.0,Yas Island
55.0,2.0,"['MEDIUM', 'HARD']","[1.0, 14.0]",Red Bull Racing,0,ALB,5,2,6.0,Yas Island
54.0,2.0,"['MEDIUM', 'HARD']","[1.0, 38.0]",Racing Point,0,PER,10,2,7.0,Yas Island
54.0,2.0,"['SOFT', 'HARD']","[1.0, 9.0]",McLaren,0,NOR,6,2,8.0,Yas Island
54.0,2.0,"['HARD', 'MEDIUM']","[1.0, 41.0]",Toro Rosso,0,KVY,13,2,9.0,Yas Island
54.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 13.0, 42.0]",McLaren,0,SAI,8,3,10.0,Yas Island
54.0,3.0,"['SOFT', 'HARD', 'SOFT']","[1.0, 12.0, 43.0]",Renault,0,RIC,7,3,11.0,Yas Island
54.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 19.0]",Renault,0,HUL,9,2,12.0,Yas Island
54.0,2.0,"['MEDIUM', 'HARD']","[1.0, 23.0]",Alfa Romeo Racing,0,RAI,17,2,13.0,Yas Island
54.0,2.0,"['MEDIUM', 'HARD']","[1.0, 21.0]",Haas F1 Team,0,MAG,14,2,14.0,Yas Island
54.0,2.0,"['MEDIUM', 'HARD']","[1.0, 19.0]",Haas F1 Team,0,GRO,15,2,15.0,Yas Island
54.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 9.0, 27.0]",Alfa Romeo Racing,0,GIO,16,3,16.0,Yas Island
54.0,2.0,"['HARD', 'MEDIUM']","[1.0, 33.0]",Williams,0,RUS,18,2,17.0,Yas Island
